,country,year,life_expectancy
29367,Vanuatu,1816,24.3
29368,Venezuela,1816,32.2
29369,Vietnam,1816,32.0
29370,Virgin Islands (U.S.),1816,33.4
29371,Wallis et Futuna,1816,0.0
29372,West Bank and Gaza,1816,32.1
29373,West Germany,1816,0.0
29374,Western Sahara,1816,34.75
29375,Yemen,1816,23.39
29376,Yugoslavia,1816,0.0
29377,Zambia,1816,32.6
29378,Zimbabwe,1816,33.7
29379,Åland,1816,0.0
30940,Abkhazia,1817,0.0
30941,Afghanistan,1817,28.04
30942,Akrotiri and Dhekelia,1817,0.0
30943,Albania,1817,35.4
30944,Algeria,1817,28.82
30945,American Samoa,1817,0.0
30946,Andorra,1817,0.0
30947,Angola,1817,26.98
30948,Anguilla,1817,0.0
30949,Antigua and Barbuda,1817,33.54
30950,Argentina,1817,33.2
30951,Armenia,1817,34.0
30952,Aruba,1817,34.42
30953,Australia,1817,34.05
30954,Austria,1817,34.4
30955,Azerbaijan,1817,29.17
30956,Bahamas,1817,35.18
30957,Bahrain,1817,30.3
30958,Bangladesh,1817,25.5
30959,Barbados,1817,32.12
30960,Belarus,1817,36.2
30961,Belgium,1817,40.14
30962,Belize,1817,26.5
30963,Benin,1817,31.0
30964,Bermuda,1817,0.0
30965,Bhutan,1817,28.8
30966,Bolivia,1817,33.0
30967,Bosnia and Herzegovina,1817,35.1
30968,Botswana,1817,33.6
30969,Brazil,1817,32.0
30970,British Virgin Islands,1817,0.0
30971,Brunei,1817,29.2
30972,Bulgaria,1817,36.55
30973,Burkina Faso,1817,29.2
30974,Burundi,1817,31.5
30975,Cambodia,1817,35.0
30976,Cameroon,1817,28.75
30977,Canada,1817,39.03
30978,Cape Verde,1817,33.8
30979,Cayman Islands,1817,0.0
30980,Central African Republic,1817,30.0
30981,Chad,1817,30.9
30982,Channel Islands,1817,0.0
30983,Chile,1817,32.0
30984,China,1817,32.0
30985,Christmas Island,1817,0.0
30986,Cocos Island,1817,0.0
30987,Colombia,1817,32.0
30988,Comoros,1817,32.1
30989,"Congo, Dem. Rep.",1817,31.6
30990,"Congo, Rep.",1817,32.7
30991,Cook Is,1817,0.0
30992,Costa Rica,1817,30.21
30993,Cote d'Ivoire,1817,31.16
30994,Croatia,1817,36.1
30995,Cuba,1817,34.5
30996,Cyprus,1817,38.5
30997,Czech Republic,1817,34.95
30998,Czechoslovakia,1817,0.0
30999,Denmark,1817,46.48
31000,Djibouti,1817,29.9
31001,Dominica,1817,0.0
31002,Dominican Republic,1817,29.9
31003,East Germany,1817,0.0
31004,Ecuador,1817,32.9
31005,Egypt,1817,33.0
31006,El Salvador,1817,28.7
31007,Equatorial Guinea,1817,29.8
31008,Eritrea,1817,30.2
31009,Eritrea and Ethiopia,1817,0.0
31010,Estonia,1817,40.17
31011,Ethiopia,1817,29.7
31012,Faeroe Islands,1817,0.0
31013,Falkland Is (Malvinas),1817,0.0
31014,Fiji,1817,26.1
31015,Finland,1817,38.09
31016,France,1817,39.18
31017,French Guiana,1817,30.5
31018,French Polynesia,1817,25.6
31019,Gabon,1817,30.6
31020,Gambia,1817,28.8
31021,Georgia,1817,31.87
31022,Germany,1817,38.37
31023,Ghana,1817,28.0
31024,Gibraltar,1817,0.0
31025,Greece,1817,36.6
31026,Greenland,1817,33.87
31027,Grenada,1817,31.4
31028,Guadeloupe,1817,27.66
31029,Guam,1817,27.5
31030,Guatemala,1817,25.8
31031,Guernsey,1817,0.0
31032,Guinea,1817,29.68
31033,Guinea-Bissau,1817,32.0
31034,Guyana,1817,31.12
31035,Haiti,1817,29.0
31036,Holy See,1817,0.0
31037,Honduras,1817,33.9
31038,"Hong Kong, China",1817,34.9
31039,Hungary,1817,36.0
31040,Iceland,1817,45.65
31041,India,1817,25.44
31042,Indonesia,1817,30.0
31043,Iran,1817,25.6
31044,Iraq,1817,31.2
31045,Ireland,1817,38.3
31046,Isle of Man,1817,0.0
31047,Israel,1817,32.0
31048,Italy,1817,29.69
31049,Jamaica,1817,34.2
31050,Japan,1817,36.41
31051,Jersey,1817,0.0
31052,Jordan,1817,31.7
31053,Kazakhstan,1817,26.2
31054,Kenya,1817,25.5
31055,Kiribati,1817,24.9
31056,Kosovo,1817,0.0
31057,Kuwait,1817,26.0
31058,Kyrgyz Republic,1817,23.94
31059,Lao,1817,31.9
31060,Latvia,1817,33.0
31061,Lebanon,1817,29.7
31062,Lesotho,1817,32.8
31063,Liberia,1817,31.1
31064,Libya,1817,33.1
31065,Liechtenstein,1817,0.0
31066,Lithuania,1817,28.9
31067,Luxembourg,1817,36.9
31068,"Macao, China",1817,34.7
31069,"Macedonia, FYR",1817,36.1
31070,Madagascar,1817,30.5
31071,Malawi,1817,30.3
31072,Malaysia,1817,30.6
31073,Maldives,1817,32.65
31074,Mali,1817,26.41
31075,Malta,1817,28.7
31076,Marshall Islands,1817,0.0
31077,Martinique,1817,30.15
31078,Mauritania,1817,32.0
31079,Mauritius,1817,28.7
31080,Mayotte,1817,32.5
31081,Mexico,1817,26.9
31082,"Micronesia, Fed. Sts.",1817,26.7
31083,Moldova,1817,33.15
31084,Monaco,1817,0.0
31085,Mongolia,1817,31.8
31086,Montenegro,1817,35.4
31087,Montserrat,1817,0.0
31088,Morocco,1817,33.1
31089,Mozambique,1817,30.28
31090,Myanmar,1817,30.8
31091,Namibia,1817,32.4
31092,Nauru,1817,0.0
31093,Nepal,1817,32.8
31094,Netherlands,1817,39.86
31095,Netherlands Antilles,1817,34.41
31096,New Caledonia,1817,26.0
31097,New Zealand,1817,34.05
31098,Ngorno-Karabakh,1817,0.0
31099,Nicaragua,1817,25.4
31100,Niger,1817,30.8
31101,Nigeria,1817,30.4
31102,Niue,1817,0.0
31103,Norfolk Island,1817,0.0
31104,North Korea,1817,26.0
31105,North Yemen (former),1817,0.0
31106,Northern Cyprus,1817,0.0
31107,Northern Mariana Islands,1817,0.0
31108,Norway,1817,48.87
31109,Oman,1817,32.3
31110,Pakistan,1817,25.8
31111,Palau,1817,0.0
31112,Panama,1817,32.9
31113,Papua New Guinea,1817,31.5
31114,Paraguay,1817,35.5
31115,Peru,1817,35.7
31116,Philippines,1817,30.9
31117,Pitcairn,1817,0.0
31118,Poland,1817,35.9
31119,Portugal,1817,35.6
31120,Puerto Rico,1817,30.43
31121,Qatar,1817,30.8
31122,Reunion,1817,33.0
31123,Romania,1817,35.7
31124,Russia,1817,29.57
31125,Rwanda,1817,31.8
31126,Samoa,1817,25.4
31127,San Marino,1817,0.0
31128,Sao Tome and Principe,1817,31.0
31129,Saudi Arabia,1817,32.1
31130,Senegal,1817,25.2
31131,Serbia,1817,35.5
31132,Serbia and Montenegro,1817,0.0
31133,Serbia excluding Kosovo,1817,0.0
31134,Seychelles,1817,37.0
31135,Sierra Leone,1817,25.1
31136,Singapore,1817,29.1
31137,Slovak Republic,1817,36.4
31138,Slovenia,1817,36.6
31139,Solomon Islands,1817,25.1
31140,Somalia,1817,29.4
31141,Somaliland,1817,0.0
31142,South Africa,1817,33.5
31143,South Korea,1817,25.8
31144,South Ossetia,1817,0.0
31145,South Sudan,1817,26.67
31146,South Yemen (former),1817,0.0
31147,Spain,1817,29.5
31148,Sri Lanka,1817,32.6
31149,St. Barthélemy,1817,0.0
31150,St. Helena,1817,0.0
31151,St. Kitts and Nevis,1817,0.0
31152,St. Lucia,1817,28.01
31153,St. Martin,1817,0.0
31154,St. Vincent and the Grenadines,1817,25.99
31155,St.-Pierre-et-Miquelon,1817,0.0
31156,Sudan,1817,31.4
31157,Suriname,1817,32.9
31158,Svalbard,1817,0.0
31159,Swaziland,1817,32.3
31160,Sweden,1817,40.29
31161,Switzerland,1817,38.0
31162,Syria,1817,31.1
31163,Taiwan,1817,28.3
31164,Tajikistan,1817,24.24
31165,Tanzania,1817,32.2
31166,Thailand,1817,30.4
31167,Timor-Leste,1817,28.95
31168,Togo,1817,31.3
31169,Tokelau,1817,0.0
31170,Tonga,1817,28.2
31171,Transnistria,1817,0.0
31172,Trinidad and Tobago,1817,32.9
31173,Tunisia,1817,28.8
31174,Turkey,1817,35.0
31175,Turkmenistan,1817,24.0
31176,Turks and Caicos Islands,1817,0.0
31177,Tuvalu,1817,0.0
31178,USSR,1817,0.0
31179,Uganda,1817,25.3
31180,Ukraine,1817,36.6
31181,United Arab Emirates,1817,30.7
31182,United Kingdom,1817,41.04
31183,"United Korea (former)
",1817,0.0
31184,United States,1817,39.41
31185,Uruguay,1817,32.9
31186,Uzbekistan,1817,26.93
31187,Vanuatu,1817,24.3
31188,Venezuela,1817,32.2
31189,Vietnam,1817,32.0
31190,Virgin Islands (U.S.),1817,33.4
31191,Wallis et Futuna,1817,0.0
31192,West Bank and Gaza,1817,32.1
31193,West Germany,1817,0.0
31194,Western Sahara,1817,34.75
31195,Yemen,1817,23.39
31196,Yugoslavia,1817,0.0
31197,Zambia,1817,32.6
31198,Zimbabwe,1817,33.7
31199,Åland,1817,0.0
32760,Abkhazia,1818,0.0
32761,Afghanistan,1818,28.03
32762,Akrotiri and Dhekelia,1818,0.0
32763,Albania,1818,35.4
32764,Algeria,1818,28.82
32765,American Samoa,1818,0.0
32766,Andorra,1818,0.0
32767,Angola,1818,26.98
32768,Anguilla,1818,0.0
32769,Antigua and Barbuda,1818,33.54
32770,Argentina,1818,33.2
32771,Armenia,1818,34.0
32772,Aruba,1818,34.42
32773,Australia,1818,34.05
32774,Austria,1818,34.4
32775,Azerbaijan,1818,29.17
32776,Bahamas,1818,35.18
32777,Bahrain,1818,30.3
32778,Bangladesh,1818,25.5
32779,Barbados,1818,32.12
32780,Belarus,1818,36.2
32781,Belgium,1818,40.14
32782,Belize,1818,26.5
32783,Benin,1818,31.0
32784,Bermuda,1818,0.0
32785,Bhutan,1818,28.8
32786,Bolivia,1818,33.0
32787,Bosnia and Herzegovina,1818,35.1
32788,Botswana,1818,33.6
32789,Brazil,1818,32.0
32790,British Virgin Islands,1818,0.0
32791,Brunei,1818,29.2
32792,Bulgaria,1818,36.59
32793,Burkina Faso,1818,29.2
32794,Burundi,1818,31.5
32795,Cambodia,1818,35.0
32796,Cameroon,1818,28.75
32797,Canada,1818,39.03
32798,Cape Verde,1818,33.8
32799,Cayman Islands,1818,0.0
32800,Central African Republic,1818,30.0
32801,Chad,1818,30.9
32802,Channel Islands,1818,0.0
32803,Chile,1818,32.0
32804,China,1818,32.0
32805,Christmas Island,1818,0.0
32806,Cocos Island,1818,0.0
32807,Colombia,1818,32.0
32808,Comoros,1818,32.1
32809,"Congo, Dem. Rep.",1818,31.6
32810,"Congo, Rep.",1818,32.7
32811,Cook Is,1818,0.0
32812,Costa Rica,1818,30.21
32813,Cote d'Ivoire,1818,31.16
32814,Croatia,1818,36.1
32815,Cuba,1818,34.6
32816,Cyprus,1818,38.5
32817,Czech Republic,1818,34.95
32818,Czechoslovakia,1818,0.0
32819,Denmark,1818,46.38
32820,Djibouti,1818,29.9
32821,Dominica,1818,0.0
32822,Dominican Republic,1818,29.9
32823,East Germany,1818,0.0
32824,Ecuador,1818,32.9
32825,Egypt,1818,33.0
32826,El Salvador,1818,28.7
32827,Equatorial Guinea,1818,29.8
32828,Eritrea,1818,30.2
32829,Eritrea and Ethiopia,1818,0.0
32830,Estonia,1818,41.24
32831,Ethiopia,1818,29.7
32832,Faeroe Islands,1818,0.0
32833,Falkland Is (Malvinas),1818,0.0
32834,Fiji,1818,26.1
32835,Finland,1818,37.17
32836,France,1818,38.53
32837,French Guiana,1818,30.5
32838,French Polynesia,1818,25.6
32839,Gabon,1818,30.6
32840,Gambia,1818,28.8
32841,Georgia,1818,31.87
32842,Germany,1818,38.37
32843,Ghana,1818,28.0
32844,Gibraltar,1818,0.0
32845,Greece,1818,36.6
32846,Greenland,1818,33.87
32847,Grenada,1818,31.4
32848,Guadeloupe,1818,27.66
32849,Guam,1818,27.5
32850,Guatemala,1818,25.8
32851,Guernsey,1818,0.0
32852,Guinea,1818,29.69
32853,Guinea-Bissau,1818,32.0
32854,Guyana,1818,31.12
32855,Haiti,1818,29.0
32856,Holy See,1818,0.0
32857,Honduras,1818,33.9
32858,"Hong Kong, China",1818,34.9
32859,Hungary,1818,36.0
32860,Iceland,1818,43.48
32861,India,1818,25.44
32862,Indonesia,1818,30.0
32863,Iran,1818,25.6
32864,Iraq,1818,31.2
32865,Ireland,1818,38.3
32866,Isle of Man,1818,0.0
32867,Israel,1818,32.0
32868,Italy,1818,29.69
32869,Jamaica,1818,34.2
32870,Japan,1818,36.41
32871,Jersey,1818,0.0
32872,Jordan,1818,31.7
32873,Kazakhstan,1818,26.2
32874,Kenya,1818,25.5
32875,Kiribati,1818,24.9
32876,Kosovo,1818,0.0
32877,Kuwait,1818,26.0
32878,Kyrgyz Republic,1818,23.94
32879,Lao,1818,31.9
32880,Latvia,1818,33.0
32881,Lebanon,1818,29.7
32882,Lesotho,1818,32.8
32883,Liberia,1818,31.1
32884,Libya,1818,33.1
32885,Liechtenstein,1818,0.0
32886,Lithuania,1818,28.9
32887,Luxembourg,1818,36.9
32888,"Macao, China",1818,34.7
32889,"Macedonia, FYR",1818,36.1
32890,Madagascar,1818,30.5
32891,Malawi,1818,30.3
32892,Malaysia,1818,30.6
32893,Maldives,1818,32.65
32894,Mali,1818,26.41
32895,Malta,1818,28.7
32896,Marshall Islands,1818,0.0
32897,Martinique,1818,30.15
32898,Mauritania,1818,32.0
32899,Mauritius,1818,28.7
32900,Mayotte,1818,32.5
32901,Mexico,1818,26.9
32902,"Micronesia, Fed. Sts.",1818,26.7
32903,Moldova,1818,33.15
32904,Monaco,1818,0.0
32905,Mongolia,1818,31.8
32906,Montenegro,1818,35.4
32907,Montserrat,1818,0.0
32908,Morocco,1818,33.1
32909,Mozambique,1818,30.28
32910,Myanmar,1818,30.8
32911,Namibia,1818,32.4
32912,Nauru,1818,0.0
32913,Nepal,1818,32.8
32914,Netherlands,1818,39.86
32915,Netherlands Antilles,1818,34.41
32916,New Caledonia,1818,26.0
32917,New Zealand,1818,34.05
32918,Ngorno-Karabakh,1818,0.0
32919,Nicaragua,1818,25.4
32920,Niger,1818,30.8
32921,Nigeria,1818,30.4
32922,Niue,1818,0.0
32923,Norfolk Island,1818,0.0
32924,North Korea,1818,26.0
32925,North Yemen (former),1818,0.0
32926,Northern Cyprus,1818,0.0
32927,Northern Mariana Islands,1818,0.0
32928,Norway,1818,46.75
32929,Oman,1818,32.3
32930,Pakistan,1818,25.8
32931,Palau,1818,0.0
32932,Panama,1818,32.9
32933,Papua New Guinea,1818,31.5
32934,Paraguay,1818,35.5
32935,Peru,1818,35.7
32936,Philippines,1818,30.9
32937,Pitcairn,1818,0.0
32938,Poland,1818,35.9
32939,Portugal,1818,35.6
32940,Puerto Rico,1818,30.43
32941,Qatar,1818,30.8
32942,Reunion,1818,33.0
32943,Romania,1818,35.7
32944,Russia,1818,29.57
32945,Rwanda,1818,31.8
32946,Samoa,1818,25.4
32947,San Marino,1818,0.0
32948,Sao Tome and Principe,1818,31.0
32949,Saudi Arabia,1818,32.1
32950,Senegal,1818,25.2
32951,Serbia,1818,35.5
32952,Serbia and Montenegro,1818,0.0
32953,Serbia excluding Kosovo,1818,0.0
32954,Seychelles,1818,37.0
32955,Sierra Leone,1818,25.1
32956,Singapore,1818,29.1
32957,Slovak Republic,1818,36.4
32958,Slovenia,1818,36.6
32959,Solomon Islands,1818,25.1
32960,Somalia,1818,29.4
32961,Somaliland,1818,0.0
32962,South Africa,1818,33.5
32963,South Korea,1818,25.8
32964,South Ossetia,1818,0.0
32965,South Sudan,1818,26.67
32966,South Yemen (former),1818,0.0
32967,Spain,1818,29.5
32968,Sri Lanka,1818,32.6
32969,St. Barthélemy,1818,0.0
32970,St. Helena,1818,0.0
32971,St. Kitts and Nevis,1818,0.0
32972,St. Lucia,1818,28.01
32973,St. Martin,1818,0.0
32974,St. Vincent and the Grenadines,1818,25.99
32975,St.-Pierre-et-Miquelon,1818,0.0
32976,Sudan,1818,31.4
32977,Suriname,1818,32.9
32978,Svalbard,1818,0.0
32979,Swaziland,1818,32.3
32980,Sweden,1818,40.02
32981,Switzerland,1818,38.0
32982,Syria,1818,31.1
32983,Taiwan,1818,28.3
32984,Tajikistan,1818,24.24
32985,Tanzania,1818,32.2
32986,Thailand,1818,30.4
32987,Timor-Leste,1818,28.95
32988,Togo,1818,31.3
32989,Tokelau,1818,0.0
32990,Tonga,1818,28.2
32991,Transnistria,1818,0.0
32992,Trinidad and Tobago,1818,32.9
32993,Tunisia,1818,5.5
32994,Turkey,1818,35.0
32995,Turkmenistan,1818,24.0
32996,Turks and Caicos Islands,1818,0.0
32997,Tuvalu,1818,0.0
32998,USSR,1818,0.0
32999,Uganda,1818,25.3
33000,Ukraine,1818,36.6
33001,United Arab Emirates,1818,30.7
33002,United Kingdom,1818,39.85
33003,"United Korea (former)
",1818,0.0
33004,United States,1818,39.41
33005,Uruguay,1818,32.9
33006,Uzbekistan,1818,26.93
33007,Vanuatu,1818,24.3
33008,Venezuela,1818,32.2
33009,Vietnam,1818,32.0
33010,Virgin Islands (U.S.),1818,33.4
33011,Wallis et Futuna,1818,0.0
33012,West Bank and Gaza,1818,32.1
33013,West Germany,1818,0.0
33014,Western Sahara,1818,34.75
33015,Yemen,1818,23.39
33016,Yugoslavia,1818,0.0
33017,Zambia,1818,32.6
33018,Zimbabwe,1818,33.7
33019,Åland,1818,0.0
34580,Abkhazia,1819,0.0
34581,Afghanistan,1819,28.02
34582,Akrotiri and Dhekelia,1819,0.0
34583,Albania,1819,35.4
34584,Algeria,1819,28.82
34585,American Samoa,1819,0.0
34586,Andorra,1819,0.0
34587,Angola,1819,26.98
34588,Anguilla,1819,0.0
34589,Antigua and Barbuda,1819,33.54
34590,Argentina,1819,33.2
34591,Armenia,1819,34.0
34592,Aruba,1819,34.42
34593,Australia,1819,34.05
34594,Austria,1819,34.4
34595,Azerbaijan,1819,29.17
34596,Bahamas,1819,35.18
34597,Bahrain,1819,30.3
34598,Bangladesh,1819,25.5
34599,Barbados,1819,32.12
34600,Belarus,1819,36.2
34601,Belgium,1819,40.15
34602,Belize,1819,26.5
34603,Benin,1819,31.0
34604,Bermuda,1819,0.0
34605,Bhutan,1819,28.8
34606,Bolivia,1819,33.0
34607,Bosnia and Herzegovina,1819,35.1
34608,Botswana,1819,33.6
34609,Brazil,1819,32.0
34610,British Virgin Islands,1819,0.0
34611,Brunei,1819,29.2
34612,Bulgaria,1819,36.64
34613,Burkina Faso,1819,29.2
34614,Burundi,1819,31.5
34615,Cambodia,1819,35.0
34616,Cameroon,1819,28.75
34617,Canada,1819,39.03
34618,Cape Verde,1819,33.8
34619,Cayman Islands,1819,0.0
34620,Central African Republic,1819,30.0
34621,Chad,1819,30.9
34622,Channel Islands,1819,0.0
34623,Chile,1819,32.0
34624,China,1819,32.0
34625,Christmas Island,1819,0.0
34626,Cocos Island,1819,0.0
34627,Colombia,1819,32.0
34628,Comoros,1819,32.1
34629,"Congo, Dem. Rep.",1819,31.6
34630,"Congo, Rep.",1819,32.7
34631,Cook Is,1819,0.0
34632,Costa Rica,1819,30.21
34633,Cote d'Ivoire,1819,31.16
34634,Croatia,1819,36.1
34635,Cuba,1819,34.7
34636,Cyprus,1819,38.5
34637,Czech Republic,1819,34.95
34638,Czechoslovakia,1819,0.0
34639,Denmark,1819,45.26
34640,Djibouti,1819,29.9
34641,Dominica,1819,0.0
34642,Dominican Republic,1819,29.9
34643,East Germany,1819,0.0
34644,Ecuador,1819,32.9
34645,Egypt,1819,33.0
34646,El Salvador,1819,28.7
34647,Equatorial Guinea,1819,29.8
34648,Eritrea,1819,30.2
34649,Eritrea and Ethiopia,1819,0.0
34650,Estonia,1819,42.32
34651,Ethiopia,1819,29.7
34652,Faeroe Islands,1819,0.0
34653,Falkland Is (Malvinas),1819,0.0
34654,Fiji,1819,26.1
34655,Finland,1819,35.03
34656,France,1819,37.25
34657,French Guiana,1819,30.5
34658,French Polynesia,1819,25.6
34659,Gabon,1819,30.6
34660,Gambia,1819,28.8
34661,Georgia,1819,31.87
34662,Germany,1819,38.37
34663,Ghana,1819,28.0
34664,Gibraltar,1819,0.0
34665,Greece,1819,36.6
34666,Greenland,1819,33.87
34667,Grenada,1819,31.4
34668,Guadeloupe,1819,27.66
34669,Guam,1819,27.5
34670,Guatemala,1819,25.8
34671,Guernsey,1819,0.0
34672,Guinea,1819,29.7
34673,Guinea-Bissau,1819,32.0
34674,Guyana,1819,31.12
34675,Haiti,1819,29.0
34676,Holy See,1819,0.0
34677,Honduras,1819,33.9
34678,"Hong Kong, China",1819,34.9
34679,Hungary,1819,36.0
34680,Iceland,1819,36.82
34681,India,1819,25.44
34682,Indonesia,1819,30.0
34683,Iran,1819,25.6
34684,Iraq,1819,31.2
34685,Ireland,1819,38.3
34686,Isle of Man,1819,0.0
34687,Israel,1819,32.0
34688,Italy,1819,29.69
34689,Jamaica,1819,34.2
34690,Japan,1819,36.41
34691,Jersey,1819,0.0
34692,Jordan,1819,31.7
34693,Kazakhstan,1819,26.2
34694,Kenya,1819,25.5
34695,Kiribati,1819,24.9
34696,Kosovo,1819,0.0
34697,Kuwait,1819,26.0
34698,Kyrgyz Republic,1819,23.94
34699,Lao,1819,31.9
34700,Latvia,1819,33.0
34701,Lebanon,1819,29.7
34702,Lesotho,1819,32.8
34703,Liberia,1819,31.1
34704,Libya,1819,33.1
34705,Liechtenstein,1819,0.0
34706,Lithuania,1819,28.9
34707,Luxembourg,1819,36.9
34708,"Macao, China",1819,34.7
34709,"Macedonia, FYR",1819,36.1
34710,Madagascar,1819,30.5
34711,Malawi,1819,30.3
34712,Malaysia,1819,30.6
34713,Maldives,1819,32.65
34714,Mali,1819,26.41
34715,Malta,1819,28.7
34716,Marshall Islands,1819,0.0
34717,Martinique,1819,30.15
34718,Mauritania,1819,32.0
34719,Mauritius,1819,28.7
34720,Mayotte,1819,32.5
34721,Mexico,1819,26.9
34722,"Micronesia, Fed. Sts.",1819,26.7
34723,Moldova,1819,33.15
34724,Monaco,1819,0.0
34725,Mongolia,1819,31.8
34726,Montenegro,1819,35.4
34727,Montserrat,1819,0.0
34728,Morocco,1819,33.1
34729,Mozambique,1819,30.28
34730,Myanmar,1819,30.8
34731,Namibia,1819,32.4
34732,Nauru,1819,0.0
34733,Nepal,1819,32.8
34734,Netherlands,1819,39.86
34735,Netherlands Antilles,1819,34.41
34736,New Caledonia,1819,26.0
34737,New Zealand,1819,34.05
34738,Ngorno-Karabakh,1819,0.0
34739,Nicaragua,1819,25.4
34740,Niger,1819,30.8
34741,Nigeria,1819,30.4
34742,Niue,1819,0.0
34743,Norfolk Island,1819,0.0
34744,North Korea,1819,26.0
34745,North Yemen (former),1819,0.0
34746,Northern Cyprus,1819,0.0
34747,Northern Mariana Islands,1819,0.0
34748,Norway,1819,45.78
34749,Oman,1819,32.3
34750,Pakistan,1819,25.8
34751,Palau,1819,0.0
34752,Panama,1819,32.9
34753,Papua New Guinea,1819,31.5
34754,Paraguay,1819,35.5
34755,Peru,1819,35.7
34756,Philippines,1819,30.9
34757,Pitcairn,1819,0.0
34758,Poland,1819,35.9
34759,Portugal,1819,35.6
34760,Puerto Rico,1819,30.43
34761,Qatar,1819,30.8
34762,Reunion,1819,33.0
34763,Romania,1819,35.7
34764,Russia,1819,29.57
34765,Rwanda,1819,31.8
34766,Samoa,1819,25.4
34767,San Marino,1819,0.0
34768,Sao Tome and Principe,1819,31.0
34769,Saudi Arabia,1819,32.1
34770,Senegal,1819,25.2
34771,Serbia,1819,35.5
34772,Serbia and Montenegro,1819,0.0
34773,Serbia excluding Kosovo,1819,0.0
34774,Seychelles,1819,37.0
34775,Sierra Leone,1819,25.1
34776,Singapore,1819,29.1
34777,Slovak Republic,1819,36.4
34778,Slovenia,1819,36.6
34779,Solomon Islands,1819,25.1
34780,Somalia,1819,29.4
34781,Somaliland,1819,0.0
34782,South Africa,1819,33.5
34783,South Korea,1819,25.8
34784,South Ossetia,1819,0.0
34785,South Sudan,1819,26.67
34786,South Yemen (former),1819,0.0
34787,Spain,1819,29.5
34788,Sri Lanka,1819,32.6
34789,St. Barthélemy,1819,0.0
34790,St. Helena,1819,0.0
34791,St. Kitts and Nevis,1819,0.0
34792,St. Lucia,1819,28.01
34793,St. Martin,1819,0.0
34794,St. Vincent and the Grenadines,1819,25.99
34795,St.-Pierre-et-Miquelon,1819,0.0
34796,Sudan,1819,31.4
34797,Suriname,1819,32.9
34798,Svalbard,1819,0.0
34799,Swaziland,1819,32.3
34800,Sweden,1819,36.97
34801,Switzerland,1819,38.0
34802,Syria,1819,31.1
34803,Taiwan,1819,28.3
34804,Tajikistan,1819,24.24
34805,Tanzania,1819,32.2
34806,Thailand,1819,30.4
34807,Timor-Leste,1819,28.95
34808,Togo,1819,31.3
34809,Tokelau,1819,0.0
34810,Tonga,1819,28.2
34811,Transnistria,1819,0.0
34812,Trinidad and Tobago,1819,32.9
34813,Tunisia,1819,1.5
34814,Turkey,1819,35.0
34815,Turkmenistan,1819,24.0
34816,Turks and Caicos Islands,1819,0.0
34817,Tuvalu,1819,0.0
34818,USSR,1819,0.0
34819,Uganda,1819,25.3
34820,Ukraine,1819,36.6
34821,United Arab Emirates,1819,30.7
34822,United Kingdom,1819,40.52
34823,"United Korea (former)
",1819,0.0
34824,United States,1819,39.41
34825,Uruguay,1819,32.9
34826,Uzbekistan,1819,26.93
34827,Vanuatu,1819,24.3
34828,Venezuela,1819,32.2
34829,Vietnam,1819,32.0
34830,Virgin Islands (U.S.),1819,33.4
34831,Wallis et Futuna,1819,0.0
34832,West Bank and Gaza,1819,32.1
34833,West Germany,1819,0.0
34834,Western Sahara,1819,34.75
34835,Yemen,1819,23.39
34836,Yugoslavia,1819,0.0
34837,Zambia,1819,32.6
34838,Zimbabwe,1819,33.7
34839,Åland,1819,0.0
36400,Abkhazia,1820,0.0
36401,Afghanistan,1820,28.01
36402,Akrotiri and Dhekelia,1820,0.0
36403,Albania,1820,35.4
36404,Algeria,1820,28.82
36405,American Samoa,1820,0.0
36406,Andorra,1820,0.0
36407,Angola,1820,26.98
36408,Anguilla,1820,0.0
36409,Antigua and Barbuda,1820,33.54
36410,Argentina,1820,33.2
36411,Armenia,1820,34.0
36412,Aruba,1820,34.42
36413,Australia,1820,34.05
36414,Austria,1820,34.4
36415,Azerbaijan,1820,29.17
36416,Bahamas,1820,35.18
36417,Bahrain,1820,30.3
36418,Bangladesh,1820,25.5
36419,Barbados,1820,32.12
36420,Belarus,1820,36.2
36421,Belgium,1820,40.16
36422,Belize,1820,26.5
36423,Benin,1820,31.0
36424,Bermuda,1820,0.0
36425,Bhutan,1820,28.8
36426,Bolivia,1820,33.0
36427,Bosnia and Herzegovina,1820,35.1
36428,Botswana,1820,33.6
36429,Brazil,1820,32.0
36430,British Virgin Islands,1820,0.0
36431,Brunei,1820,29.2
36432,Bulgaria,1820,36.68
36433,Burkina Faso,1820,29.2
36434,Burundi,1820,31.5
36435,Cambodia,1820,35.0
36436,Cameroon,1820,28.75
36437,Canada,1820,39.03
36438,Cape Verde,1820,33.8
36439,Cayman Islands,1820,0.0
36440,Central African Republic,1820,30.0
36441,Chad,1820,30.9
36442,Channel Islands,1820,0.0
36443,Chile,1820,32.0
36444,China,1820,32.0
36445,Christmas Island,1820,0.0
36446,Cocos Island,1820,0.0
36447,Colombia,1820,32.0
36448,Comoros,1820,32.1
36449,"Congo, Dem. Rep.",1820,31.6
36450,"Congo, Rep.",1820,32.7
36451,Cook Is,1820,0.0
36452,Costa Rica,1820,30.21
36453,Cote d'Ivoire,1820,31.16
36454,Croatia,1820,36.1
36455,Cuba,1820,35.04
36456,Cyprus,1820,38.5
36457,Czech Republic,1820,34.95
36458,Czechoslovakia,1820,0.0
36459,Denmark,1820,43.14
