user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained,DoW,channel_code,is_correct_lang
a100000966,2018-01-03,Email,control,False,English,English,45-55 years,2018-01-10,NaT,Instagram,True,2,2,Yes
a100000967,2018-01-11,Facebook,control,True,English,English,55+ years,2018-01-11,NaT,Email,True,3,4,Yes
a100000967,2018-01-08,House Ads,control,False,English,English,0-18 years,2018-01-11,NaT,Email,True,3,4,Yes
a100000967,2018-01-05,House Ads,control,False,English,English,55+ years,2018-01-11,NaT,Email,True,3,4,Yes
a100000967,2018-01-02,Push,control,False,English,English,55+ years,2018-01-11,NaT,Email,True,3,4,Yes
a100000968,2018-01-12,House Ads,control,True,English,English,0-18 years,2018-01-12,NaT,Push,True,4,5,Yes
a100000968,2018-01-08,House Ads,control,False,English,English,19-24 years,2018-01-12,NaT,Push,True,4,5,Yes
a100000968,2018-01-01,House Ads,control,False,English,English,0-18 years,2018-01-12,NaT,Push,True,4,5,Yes
a100000968,2018-01-02,Facebook,control,False,English,English,0-18 years,2018-01-12,NaT,Push,True,4,5,Yes
a100000969,2018-01-13,House Ads,personalization,True,English,English,19-24 years,2018-01-13,NaT,Facebook,True,5,3,Yes
a100000969,2018-01-09,House Ads,control,False,English,English,24-30 years,2018-01-13,NaT,Facebook,True,5,3,Yes
a100000969,2018-01-02,Instagram,personalization,False,English,English,19-24 years,2018-01-13,NaT,Facebook,True,5,3,Yes
a100000970,2018-01-14,House Ads,personalization,True,English,English,24-30 years,2018-01-14,NaT,Instagram,True,6,2,Yes
a100000970,2018-01-09,House Ads,control,False,English,English,30-36 years,2018-01-14,NaT,Instagram,True,6,2,Yes
a100000970,2018-01-02,Instagram,personalization,False,English,English,24-30 years,2018-01-14,NaT,Instagram,True,6,2,Yes
a100000971,2018-01-15,Push,personalization,True,English,English,30-36 years,2018-01-15,NaT,Instagram,True,0,2,Yes
a100000971,2018-01-09,House Ads,control,False,English,English,36-45 years,2018-01-15,NaT,Instagram,True,0,2,Yes
a100000971,2018-01-02,Instagram,personalization,False,English,English,30-36 years,2018-01-15,NaT,Instagram,True,0,2,Yes
a100000972,2018-01-16,Facebook,personalization,True,English,English,36-45 years,2018-01-16,NaT,Instagram,True,1,2,Yes
a100000972,2018-01-09,House Ads,control,False,English,English,45-55 years,2018-01-16,NaT,Instagram,True,1,2,Yes
a100000972,2018-01-02,Facebook,personalization,False,English,English,36-45 years,2018-01-16,NaT,Instagram,True,1,2,Yes
a100000973,2018-01-17,Instagram,personalization,True,English,English,45-55 years,2018-01-17,NaT,Facebook,True,2,3,Yes
a100000973,2018-01-09,House Ads,control,False,English,English,0-18 years,2018-01-17,NaT,Facebook,True,2,3,Yes
a100000973,2018-01-02,Instagram,personalization,False,English,English,45-55 years,2018-01-17,NaT,Facebook,True,2,3,Yes
a100000974,2018-01-18,Instagram,personalization,True,English,English,55+ years,2018-01-18,NaT,Instagram,True,3,2,Yes
a100000974,2018-01-09,House Ads,control,False,English,English,19-24 years,2018-01-18,NaT,Instagram,True,3,2,Yes
a100000974,2018-01-02,Facebook,personalization,False,English,English,55+ years,2018-01-18,NaT,Instagram,True,3,2,Yes
a100000975,2018-01-01,Facebook,personalization,True,English,English,0-18 years,2018-01-01,NaT,Facebook,True,0,3,Yes
a100000975,2018-01-09,House Ads,control,False,English,English,24-30 years,2018-01-01,NaT,Facebook,True,0,3,Yes
a100000975,2018-01-02,Instagram,personalization,False,English,English,0-18 years,2018-01-01,NaT,Facebook,True,0,3,Yes
a100000976,2018-01-02,House Ads,personalization,True,English,English,19-24 years,2018-01-02,NaT,Instagram,True,1,2,Yes
a100000976,2018-01-10,House Ads,control,False,English,English,30-36 years,2018-01-02,NaT,Instagram,True,1,2,Yes
a100000976,2018-01-03,Instagram,personalization,False,English,English,19-24 years,2018-01-02,NaT,Instagram,True,1,2,Yes
a100000977,2018-01-03,House Ads,personalization,True,English,English,24-30 years,2018-01-03,NaT,Instagram,True,2,2,Yes
a100000977,2018-01-10,House Ads,control,False,English,English,36-45 years,2018-01-03,NaT,Instagram,True,2,2,Yes
a100000977,2018-01-03,Facebook,personalization,False,English,English,24-30 years,2018-01-03,NaT,Instagram,True,2,2,Yes
a100000978,2018-01-04,House Ads,personalization,True,English,English,19-24 years,2018-01-04,NaT,Facebook,True,3,3,Yes
a100000978,2018-01-10,House Ads,control,False,English,English,45-55 years,2018-01-04,NaT,Facebook,True,3,3,Yes
a100000978,2018-01-03,Instagram,personalization,False,English,English,19-24 years,2018-01-04,NaT,Facebook,True,3,3,Yes
a100000979,2018-01-05,Push,personalization,True,English,English,19-24 years,2018-01-05,NaT,Instagram,True,4,2,Yes
a100000979,2018-01-10,House Ads,control,False,English,English,0-18 years,2018-01-05,NaT,Instagram,True,4,2,Yes
a100000979,2018-01-03,Email,personalization,False,English,English,19-24 years,2018-01-05,NaT,Instagram,True,4,2,Yes
a100000980,2018-01-06,Facebook,personalization,False,English,English,19-24 years,2018-01-06,NaT,Email,True,5,4,Yes
a100000980,2018-01-10,House Ads,control,False,English,English,19-24 years,2018-01-06,NaT,Email,True,5,4,Yes
a100000980,2018-01-03,Push,personalization,False,English,English,19-24 years,2018-01-06,NaT,Email,True,5,4,Yes
a100000981,2018-01-07,Instagram,personalization,True,English,English,0-18 years,2018-01-07,NaT,Push,True,6,5,Yes
a100000981,2018-01-10,House Ads,control,False,English,English,24-30 years,2018-01-07,NaT,Push,True,6,5,Yes
a100000981,2018-01-03,Facebook,personalization,False,English,English,0-18 years,2018-01-07,NaT,Push,True,6,5,Yes
a100000982,2018-01-08,Instagram,personalization,True,English,English,19-24 years,2018-01-08,NaT,Facebook,True,0,3,Yes
a100000982,2018-01-10,House Ads,control,False,English,English,30-36 years,2018-01-08,NaT,Facebook,True,0,3,Yes
a100000982,2018-01-03,Instagram,personalization,False,English,English,19-24 years,2018-01-08,NaT,Facebook,True,0,3,Yes
a100000983,2018-01-09,Facebook,personalization,True,English,English,24-30 years,2018-01-09,NaT,Instagram,True,1,2,Yes
a100000983,2018-01-11,House Ads,control,False,English,English,36-45 years,2018-01-09,NaT,Instagram,True,1,2,Yes
a100000983,2018-01-02,Instagram,personalization,False,English,English,24-30 years,2018-01-09,NaT,Instagram,True,1,2,Yes
a100000984,2018-01-10,House Ads,personalization,True,English,English,19-24 years,2018-01-10,NaT,Instagram,True,2,2,Yes
a100000984,2018-01-11,House Ads,control,False,English,English,45-55 years,2018-01-10,NaT,Instagram,True,2,2,Yes
a100000984,2018-01-02,Facebook,personalization,False,English,English,19-24 years,2018-01-10,NaT,Instagram,True,2,2,Yes
a100000985,2018-01-11,House Ads,personalization,True,English,English,19-24 years,2018-01-11,NaT,Facebook,True,3,3,Yes
a100000985,2018-01-11,House Ads,control,False,English,English,0-18 years,2018-01-11,NaT,Facebook,True,3,3,Yes
a100000985,2018-01-02,Instagram,personalization,False,English,English,19-24 years,2018-01-11,NaT,Facebook,True,3,3,Yes
a100000986,2018-01-12,House Ads,personalization,True,English,English,19-24 years,2018-01-12,NaT,Instagram,True,4,2,Yes
a100000986,2018-01-11,House Ads,control,False,English,English,19-24 years,2018-01-12,NaT,Instagram,True,4,2,Yes
a100000986,2018-01-02,Instagram,personalization,False,English,English,19-24 years,2018-01-12,NaT,Instagram,True,4,2,Yes
a100000987,2018-01-13,Push,personalization,True,English,English,0-18 years,2018-01-13,NaT,Instagram,True,5,2,Yes
a100000987,2018-01-11,House Ads,control,False,English,English,24-30 years,2018-01-13,NaT,Instagram,True,5,2,Yes
a100000987,2018-01-02,Facebook,personalization,False,English,English,0-18 years,2018-01-13,NaT,Instagram,True,5,2,Yes
a100000988,2018-01-14,Facebook,personalization,True,English,English,19-24 years,2018-01-14,NaT,Facebook,True,6,3,Yes
a100000988,2018-01-11,House Ads,control,False,English,English,30-36 years,2018-01-14,NaT,Facebook,True,6,3,Yes
a100000988,2018-01-02,Instagram,personalization,False,English,English,19-24 years,2018-01-14,NaT,Facebook,True,6,3,Yes
a100000989,2018-01-15,Instagram,personalization,True,English,English,24-30 years,2018-01-15,NaT,Instagram,True,0,2,Yes
a100000989,2018-01-11,House Ads,control,False,English,English,36-45 years,2018-01-15,NaT,Instagram,True,0,2,Yes
a100000989,2018-01-02,Email,personalization,False,English,English,24-30 years,2018-01-15,NaT,Instagram,True,0,2,Yes
a100000990,2018-01-16,Instagram,personalization,True,English,English,19-24 years,2018-01-16,NaT,Email,True,1,4,Yes
a100000990,2018-01-12,House Ads,control,False,English,English,45-55 years,2018-01-16,NaT,Email,True,1,4,Yes
a100000990,2018-01-02,Push,personalization,False,English,English,19-24 years,2018-01-16,NaT,Email,True,1,4,Yes
a100000991,2018-01-17,Facebook,personalization,True,English,English,19-24 years,2018-01-17,NaT,Push,True,2,5,Yes
a100000991,2018-01-12,House Ads,control,False,English,English,0-18 years,2018-01-17,NaT,Push,True,2,5,Yes
a100000991,2018-01-02,Facebook,personalization,False,English,English,19-24 years,2018-01-17,NaT,Push,True,2,5,Yes
a100000992,2018-01-18,House Ads,personalization,True,English,English,19-24 years,2018-01-18,2018-04-06,Facebook,False,3,3,Yes
a100000992,2018-01-12,House Ads,control,False,English,English,19-24 years,2018-01-18,2018-04-06,Facebook,False,3,3,Yes
a100000992,2018-01-03,Instagram,personalization,False,English,English,19-24 years,2018-01-18,2018-04-06,Facebook,False,3,3,Yes
a100000993,2018-01-01,House Ads,personalization,True,English,English,0-18 years,2018-01-01,2018-01-07,Instagram,False,0,2,Yes
a100000993,2018-01-12,House Ads,control,False,English,English,24-30 years,2018-01-01,2018-01-07,Instagram,False,0,2,Yes
a100000993,2018-01-03,Instagram,personalization,False,English,English,0-18 years,2018-01-01,2018-01-07,Instagram,False,0,2,Yes
a100000994,2018-01-02,House Ads,personalization,True,English,English,19-24 years,2018-01-02,2018-01-28,Instagram,False,1,2,Yes
a100000994,2018-01-12,House Ads,control,False,English,English,30-36 years,2018-01-02,2018-01-28,Instagram,False,1,2,Yes
a100000994,2018-01-03,Facebook,personalization,False,English,English,19-24 years,2018-01-02,2018-01-28,Instagram,False,1,2,Yes
a100000995,2018-01-03,Push,personalization,True,English,English,24-30 years,2018-01-03,2018-02-11,Facebook,False,2,3,Yes
a100000995,2018-01-12,House Ads,control,False,English,English,36-45 years,2018-01-03,2018-02-11,Facebook,False,2,3,Yes
a100000995,2018-01-03,Instagram,personalization,False,English,English,24-30 years,2018-01-03,2018-02-11,Facebook,False,2,3,Yes
a100000996,2018-01-04,Facebook,personalization,True,English,English,19-24 years,2018-01-04,2018-01-16,Instagram,False,3,2,Yes
a100000996,2018-01-12,House Ads,control,False,English,English,45-55 years,2018-01-04,2018-01-16,Instagram,False,3,2,Yes
a100000996,2018-01-03,Instagram,personalization,False,English,English,19-24 years,2018-01-04,2018-01-16,Instagram,False,3,2,Yes
a100000997,2018-01-05,Instagram,personalization,True,English,English,19-24 years,2018-01-05,2018-01-12,Instagram,False,4,2,Yes
a100000997,2018-01-13,House Ads,control,False,English,English,0-18 years,2018-01-05,2018-01-12,Instagram,False,4,2,Yes
a100000997,2018-01-03,Facebook,personalization,False,English,English,19-24 years,2018-01-05,2018-01-12,Instagram,False,4,2,Yes
a100000998,2018-01-06,Instagram,personalization,True,English,English,19-24 years,2018-01-06,2018-03-22,Facebook,False,5,3,Yes
a100000998,2018-01-13,House Ads,control,False,English,English,19-24 years,2018-01-06,2018-03-22,Facebook,False,5,3,Yes
a100000998,2018-01-03,Instagram,personalization,False,English,English,19-24 years,2018-01-06,2018-03-22,Facebook,False,5,3,Yes
a100000999,2018-01-07,Facebook,personalization,True,English,English,0-18 years,2018-01-07,2018-03-07,Instagram,False,6,2,Yes
a100000999,2018-01-13,House Ads,control,False,English,English,24-30 years,2018-01-07,2018-03-07,Instagram,False,6,2,Yes
a100000999,2018-01-02,Email,personalization,False,English,English,0-18 years,2018-01-07,2018-03-07,Instagram,False,6,2,Yes
a100001044,2018-01-08,Facebook,personalization,True,English,English,19-24 years,2018-01-08,2018-03-30,Email,False,0,4,Yes
a100001044,2018-01-19,House Ads,control,False,English,English,45-55 years,2018-01-08,2018-03-30,Email,False,0,4,Yes
a100001044,2018-01-02,Push,personalization,False,English,English,19-24 years,2018-01-08,2018-03-30,Email,False,0,4,Yes
a100001045,2018-01-09,Instagram,personalization,True,English,English,24-30 years,2018-01-09,NaT,Push,True,1,5,Yes
a100001045,2018-01-19,House Ads,control,False,English,English,0-18 years,2018-01-09,NaT,Push,True,1,5,Yes
a100001045,2018-01-02,Facebook,personalization,False,English,English,24-30 years,2018-01-09,NaT,Push,True,1,5,Yes
a100001046,2018-01-10,Instagram,personalization,True,English,English,19-24 years,2018-01-10,NaT,Facebook,True,2,3,Yes
a100001046,2018-01-20,House Ads,control,False,English,English,19-24 years,2018-01-10,NaT,Facebook,True,2,3,Yes
a100001046,2018-01-02,Instagram,personalization,False,English,English,19-24 years,2018-01-10,NaT,Facebook,True,2,3,Yes
a100001047,2018-01-11,Facebook,personalization,True,English,English,19-24 years,2018-01-11,NaT,Instagram,True,3,2,Yes
a100001047,2018-01-20,House Ads,control,False,English,English,24-30 years,2018-01-11,NaT,Instagram,True,3,2,Yes
a100001047,2018-01-02,Instagram,personalization,False,English,English,19-24 years,2018-01-11,NaT,Instagram,True,3,2,Yes
a100001048,2018-01-12,House Ads,personalization,True,English,English,19-24 years,2018-01-12,NaT,Instagram,True,4,2,Yes
a100001048,2018-01-20,House Ads,control,False,English,English,30-36 years,2018-01-12,NaT,Instagram,True,4,2,Yes
a100001048,2018-01-02,Facebook,personalization,False,English,English,19-24 years,2018-01-12,NaT,Instagram,True,4,2,Yes
a100001049,2018-01-13,House Ads,personalization,True,English,English,0-18 years,2018-01-13,NaT,Facebook,True,5,3,Yes
a100001049,2018-01-20,House Ads,control,False,English,Spanish,36-45 years,2018-01-13,NaT,Facebook,True,5,3,No
a100001049,2018-01-02,Instagram,personalization,False,English,English,0-18 years,2018-01-13,NaT,Facebook,True,5,3,Yes
a100001050,2018-01-14,House Ads,personalization,True,English,English,19-24 years,2018-01-14,NaT,Instagram,True,6,2,Yes
a100001050,2018-01-20,House Ads,control,False,English,English,45-55 years,2018-01-14,NaT,Instagram,True,6,2,Yes
a100001050,2018-01-02,Instagram,personalization,False,English,English,19-24 years,2018-01-14,NaT,Instagram,True,6,2,Yes
a100001051,2018-01-15,Push,personalization,True,English,English,24-30 years,2018-01-15,NaT,Instagram,True,0,2,Yes
a100001051,2018-01-20,House Ads,control,False,English,English,0-18 years,2018-01-15,NaT,Instagram,True,0,2,Yes
a100001051,2018-01-02,Facebook,personalization,False,English,English,24-30 years,2018-01-15,NaT,Instagram,True,0,2,Yes
a100001052,2018-01-16,Facebook,personalization,True,English,English,30-36 years,2018-01-16,NaT,Facebook,True,1,3,Yes
a100001052,2018-01-20,House Ads,control,False,English,English,19-24 years,2018-01-16,NaT,Facebook,True,1,3,Yes
a100001052,2018-01-03,Instagram,personalization,False,English,English,30-36 years,2018-01-16,NaT,Facebook,True,1,3,Yes
a100001053,2018-01-17,Instagram,personalization,True,English,English,36-45 years,2018-01-17,NaT,Instagram,True,2,2,Yes
a100001053,2018-01-21,House Ads,control,False,English,English,24-30 years,2018-01-17,NaT,Instagram,True,2,2,Yes
a100001053,2018-01-03,Email,personalization,False,English,English,36-45 years,2018-01-17,NaT,Instagram,True,2,2,Yes
a100001054,2018-01-18,Instagram,personalization,True,English,English,45-55 years,2018-01-18,NaT,Email,True,3,4,Yes
a100001054,2018-01-21,Push,control,False,English,English,30-36 years,2018-01-18,NaT,Email,True,3,4,Yes
a100001055,2018-01-01,Facebook,personalization,True,English,English,55+ years,2018-01-01,NaT,Push,True,0,5,Yes
a100001055,2018-01-21,Facebook,control,False,English,English,36-45 years,2018-01-01,NaT,Push,True,0,5,Yes
a100001056,2018-01-02,House Ads,personalization,True,English,English,0-18 years,2018-01-02,NaT,Facebook,True,1,3,Yes
a100001056,2018-01-21,Instagram,control,False,English,English,45-55 years,2018-01-02,NaT,Facebook,True,1,3,Yes
a100001057,2018-01-03,House Ads,personalization,True,English,English,19-24 years,2018-01-03,NaT,Instagram,True,2,2,Yes
a100001057,2018-01-21,Instagram,control,False,English,Spanish,0-18 years,2018-01-03,NaT,Instagram,True,2,2,No
a100001058,2018-01-04,House Ads,personalization,True,English,English,24-30 years,2018-01-04,NaT,Instagram,True,3,2,Yes
a100001058,2018-01-21,Facebook,control,False,English,English,19-24 years,2018-01-04,NaT,Instagram,True,3,2,Yes
a100001059,2018-01-05,Push,personalization,True,English,English,19-24 years,2018-01-05,NaT,Facebook,True,4,3,Yes
a100001059,2018-01-21,Instagram,control,False,English,English,24-30 years,2018-01-05,NaT,Facebook,True,4,3,Yes
a100001060,2018-01-06,Facebook,personalization,True,English,English,19-24 years,2018-01-06,NaT,Instagram,True,5,2,Yes
a100001060,2018-01-22,Instagram,control,False,English,English,30-36 years,2018-01-06,NaT,Instagram,True,5,2,Yes
a100001061,2018-01-07,Instagram,personalization,True,English,English,19-24 years,2018-01-07,NaT,Instagram,True,6,2,Yes
a100001061,2018-01-22,Facebook,control,False,English,English,36-45 years,2018-01-07,NaT,Instagram,True,6,2,Yes
a100001062,2018-01-08,Instagram,personalization,True,English,English,0-18 years,2018-01-08,NaT,Facebook,True,0,3,Yes
a100001062,2018-01-22,Instagram,control,False,English,English,45-55 years,2018-01-08,NaT,Facebook,True,0,3,Yes
a100001063,2018-01-09,Facebook,personalization,True,English,English,19-24 years,2018-01-09,NaT,Instagram,True,1,2,Yes
a100001063,2018-01-22,Email,control,False,English,English,0-18 years,2018-01-09,NaT,Instagram,True,1,2,Yes
a100001064,2018-01-10,House Ads,personalization,True,English,English,24-30 years,2018-01-10,NaT,Email,True,2,4,Yes
a100001064,2018-01-22,Push,control,False,English,Spanish,19-24 years,2018-01-10,NaT,Email,True,2,4,No
a100001065,2018-01-11,House Ads,personalization,True,English,English,19-24 years,2018-01-11,NaT,Push,True,3,5,Yes
a100001065,2018-01-22,Facebook,control,False,English,English,24-30 years,2018-01-11,NaT,Push,True,3,5,Yes
a100001066,2018-01-12,House Ads,personalization,True,English,English,19-24 years,2018-01-12,NaT,Facebook,True,4,3,Yes
a100001066,2018-01-22,Instagram,control,False,English,English,30-36 years,2018-01-12,NaT,Facebook,True,4,3,Yes
a100001067,2018-01-13,Push,personalization,True,English,English,19-24 years,2018-01-13,NaT,Instagram,True,5,2,Yes
a100001067,2018-01-23,Instagram,control,False,English,English,36-45 years,2018-01-13,NaT,Instagram,True,5,2,Yes
a100001068,2018-01-14,Facebook,personalization,True,English,English,0-18 years,2018-01-14,NaT,Instagram,True,6,2,Yes
a100001068,2018-01-23,Facebook,control,False,English,English,45-55 years,2018-01-14,NaT,Instagram,True,6,2,Yes
a100001069,2018-01-15,Instagram,personalization,True,English,English,19-24 years,2018-01-15,NaT,Facebook,True,0,3,Yes
a100001069,2018-01-23,Instagram,control,False,English,English,0-18 years,2018-01-15,NaT,Facebook,True,0,3,Yes
a100001070,2018-01-16,Instagram,personalization,True,English,English,24-30 years,2018-01-16,NaT,Instagram,True,1,2,Yes
a100001070,2018-01-23,Instagram,control,False,English,English,19-24 years,2018-01-16,NaT,Instagram,True,1,2,Yes
a100001071,2018-01-17,Facebook,personalization,True,English,English,19-24 years,2018-01-17,NaT,Instagram,True,2,2,Yes
a100001071,2018-01-23,Facebook,control,False,English,English,24-30 years,2018-01-17,NaT,Instagram,True,2,2,Yes
a100001072,2018-01-18,House Ads,personalization,True,English,English,19-24 years,2018-01-18,NaT,Facebook,True,3,3,Yes
a100001072,2018-01-23,Instagram,control,False,English,English,30-36 years,2018-01-18,NaT,Facebook,True,3,3,Yes
a100001073,2018-01-01,House Ads,personalization,True,English,English,19-24 years,2018-01-01,NaT,Instagram,True,0,2,Yes
a100001073,2018-01-23,Email,control,False,English,English,36-45 years,2018-01-01,NaT,Instagram,True,0,2,Yes
a100001074,2018-01-02,House Ads,personalization,True,English,English,0-18 years,2018-01-02,NaT,Email,True,1,4,Yes
a100001074,2018-01-24,Push,control,False,English,Spanish,45-55 years,2018-01-02,NaT,Email,True,1,4,No
a100001075,2018-01-03,Push,personalization,True,English,English,19-24 years,2018-01-03,NaT,Push,True,2,5,Yes
a100001075,2018-01-24,Facebook,control,False,English,English,0-18 years,2018-01-03,NaT,Push,True,2,5,Yes
a100001076,2018-01-04,Facebook,personalization,True,English,English,24-30 years,2018-01-04,NaT,Facebook,True,3,3,Yes
a100001076,2018-01-24,Instagram,control,False,English,English,19-24 years,2018-01-04,NaT,Facebook,True,3,3,Yes
a100001077,2018-01-05,Instagram,personalization,True,English,English,19-24 years,2018-01-05,NaT,Instagram,True,4,2,Yes
a100001077,2018-01-24,Instagram,control,False,English,Spanish,24-30 years,2018-01-05,NaT,Instagram,True,4,2,No
a100001078,2018-01-06,Instagram,personalization,True,English,English,19-24 years,2018-01-06,NaT,Instagram,True,5,2,Yes
a100001078,2018-01-24,Facebook,control,False,English,English,30-36 years,2018-01-06,NaT,Instagram,True,5,2,Yes
a100001079,2018-01-07,Facebook,personalization,True,English,English,19-24 years,2018-01-07,NaT,Facebook,True,6,3,Yes
a100001079,2018-01-24,Instagram,control,False,English,English,36-45 years,2018-01-07,NaT,Facebook,True,6,3,Yes
a100001080,2018-01-08,House Ads,personalization,True,English,English,0-18 years,2018-01-08,NaT,Instagram,True,0,2,Yes
a100001080,2018-01-24,Instagram,control,False,English,English,45-55 years,2018-01-08,NaT,Instagram,True,0,2,Yes
a100001081,2018-01-09,House Ads,personalization,True,English,English,19-24 years,2018-01-09,NaT,Instagram,True,1,2,Yes
a100001081,2018-01-24,Facebook,control,False,English,English,0-18 years,2018-01-09,NaT,Instagram,True,1,2,Yes
a100001082,2018-01-10,House Ads,personalization,True,English,English,24-30 years,2018-01-10,NaT,Facebook,True,2,3,Yes
a100001082,2018-01-25,Instagram,control,False,English,English,19-24 years,2018-01-10,NaT,Facebook,True,2,3,Yes
a100001089,2018-01-11,House Ads,personalization,True,English,English,19-24 years,2018-01-11,NaT,Instagram,True,3,2,Yes
a100001089,2018-01-26,Email,control,False,English,English,24-30 years,2018-01-11,NaT,Instagram,True,3,2,Yes
a100001090,2018-01-12,House Ads,personalization,True,English,English,19-24 years,2018-01-12,2018-03-18,Email,False,4,4,Yes
a100001090,2018-01-26,Push,control,False,English,English,30-36 years,2018-01-12,2018-03-18,Email,False,4,4,Yes
a100001091,2018-01-13,Push,personalization,True,English,English,19-24 years,2018-01-13,2018-01-13,Push,False,5,5,Yes
a100001091,2018-01-26,Facebook,control,False,English,English,36-45 years,2018-01-13,2018-01-13,Push,False,5,5,Yes
a100001092,2018-01-14,Facebook,personalization,True,English,English,0-18 years,2018-01-14,2018-02-22,Facebook,False,6,3,Yes
a100001092,2018-01-26,Instagram,control,False,English,English,45-55 years,2018-01-14,2018-02-22,Facebook,False,6,3,Yes
a100001093,2018-01-15,Instagram,personalization,True,English,English,19-24 years,2018-01-15,2018-01-20,Instagram,False,0,2,Yes
a100001093,2018-01-26,Instagram,control,False,English,English,0-18 years,2018-01-15,2018-01-20,Instagram,False,0,2,Yes
a100001094,2018-01-16,Instagram,personalization,True,English,English,24-30 years,2018-01-16,2018-03-23,Instagram,False,1,2,Yes
a100001094,2018-01-26,Facebook,control,False,English,English,19-24 years,2018-01-16,2018-03-23,Instagram,False,1,2,Yes
a100001095,2018-01-17,Facebook,personalization,True,English,English,30-36 years,2018-01-17,2018-03-16,Facebook,False,2,3,Yes
a100001095,2018-01-26,Instagram,control,False,English,English,24-30 years,2018-01-17,2018-03-16,Facebook,False,2,3,Yes
a100001096,2018-01-18,House Ads,personalization,True,English,English,36-45 years,2018-01-18,2018-03-26,Instagram,False,3,2,Yes
a100001096,2018-01-27,Instagram,control,False,English,English,30-36 years,2018-01-18,2018-03-26,Instagram,False,3,2,Yes
a100001097,2018-01-19,House Ads,personalization,True,English,English,45-55 years,2018-01-19,2018-01-19,Instagram,False,4,2,Yes
a100001097,2018-01-27,Facebook,control,False,English,English,36-45 years,2018-01-19,2018-01-19,Instagram,False,4,2,Yes
a100001098,2018-01-20,House Ads,personalization,True,English,English,55+ years,2018-01-20,2018-04-02,Facebook,False,5,3,Yes
a100001098,2018-01-27,Instagram,control,False,English,English,45-55 years,2018-01-20,2018-04-02,Facebook,False,5,3,Yes
a100001099,2018-01-21,Push,personalization,True,English,English,0-18 years,2018-01-21,NaT,Instagram,True,6,2,Yes
a100001099,2018-01-27,Email,control,False,English,English,0-18 years,2018-01-21,NaT,Instagram,True,6,2,Yes
a100001100,2018-01-22,Facebook,personalization,True,English,English,19-24 years,2018-01-22,NaT,Email,True,0,4,Yes
a100001100,2018-01-27,Push,control,False,English,English,19-24 years,2018-01-22,NaT,Email,True,0,4,Yes
a100001101,2018-01-23,Instagram,personalization,True,English,English,24-30 years,2018-01-23,NaT,Push,True,1,5,Yes
a100001101,2018-01-27,Facebook,control,False,English,English,24-30 years,2018-01-23,NaT,Push,True,1,5,Yes
a100001102,2018-01-24,Instagram,personalization,True,English,English,19-24 years,2018-01-24,NaT,Facebook,True,2,3,Yes
a100001102,2018-01-27,Instagram,control,False,English,English,30-36 years,2018-01-24,NaT,Facebook,True,2,3,Yes
a100001103,2018-01-25,Facebook,personalization,True,English,English,19-24 years,2018-01-25,NaT,Instagram,True,3,2,Yes
a100001103,2018-01-28,Instagram,control,False,English,English,36-45 years,2018-01-25,NaT,Instagram,True,3,2,Yes
a100001104,2018-01-17,House Ads,personalization,True,English,English,19-24 years,2018-01-17,NaT,Instagram,True,2,2,Yes
a100001104,2018-01-28,Facebook,control,False,English,English,45-55 years,2018-01-17,NaT,Instagram,True,2,2,Yes
a100001105,2018-01-18,House Ads,personalization,True,English,English,0-18 years,2018-01-18,NaT,Facebook,True,3,3,Yes
a100001105,2018-01-28,Instagram,control,False,English,English,0-18 years,2018-01-18,NaT,Facebook,True,3,3,Yes
a100001106,2018-01-19,House Ads,personalization,True,English,English,19-24 years,2018-01-19,NaT,Instagram,True,4,2,Yes
a100001106,2018-01-28,Instagram,control,False,English,English,19-24 years,2018-01-19,NaT,Instagram,True,4,2,Yes
a100001107,2018-01-20,Push,personalization,True,English,English,24-30 years,2018-01-20,NaT,Instagram,True,5,2,Yes
a100001107,2018-01-28,Facebook,control,False,English,English,24-30 years,2018-01-20,NaT,Instagram,True,5,2,Yes
a100001108,2018-01-21,Facebook,personalization,True,English,English,19-24 years,2018-01-21,NaT,Facebook,True,6,3,Yes
a100001108,2018-01-28,Instagram,control,False,English,English,30-36 years,2018-01-21,NaT,Facebook,True,6,3,Yes
a100001109,2018-01-22,Instagram,personalization,True,English,English,19-24 years,2018-01-22,NaT,Instagram,True,0,2,Yes
a100001109,2018-01-28,Email,control,False,English,English,36-45 years,2018-01-22,NaT,Instagram,True,0,2,Yes
a100001110,2018-01-23,Instagram,personalization,True,English,English,19-24 years,2018-01-23,NaT,Email,True,1,4,Yes
a100001110,2018-01-29,Push,control,False,English,English,45-55 years,2018-01-23,NaT,Email,True,1,4,Yes
a100001111,2018-01-24,Facebook,personalization,True,English,English,0-18 years,2018-01-24,NaT,Push,True,2,5,Yes
a100001111,2018-01-29,Facebook,control,False,English,English,0-18 years,2018-01-24,NaT,Push,True,2,5,Yes
a100001112,2018-01-25,House Ads,personalization,True,English,English,19-24 years,2018-01-25,NaT,Facebook,True,3,3,Yes
a100001112,2018-01-29,Instagram,control,False,English,English,19-24 years,2018-01-25,NaT,Facebook,True,3,3,Yes
a100001113,2018-01-17,House Ads,personalization,True,English,English,24-30 years,2018-01-17,NaT,Instagram,True,2,2,Yes
