,station,date,element,value
13876,USW00014765,20060617,TMIN,161
13877,USW00014765,20060617,PRCP,5
13878,USW00014765,20060617,SNOW,0
13879,USW00014765,20060617,SNWD,0
13880,USW00014765,20060617,AWND,39
13881,USW00014765,20060617,FMTM,1322
13882,USW00014765,20060617,PGTM,1306
13883,USW00014765,20060617,WDF2,280
13884,USW00014765,20060617,WDF5,290
13885,USW00014765,20060617,WESD,0
13886,USW00014765,20060617,WSF2,80
13887,USW00014765,20060617,WSF5,103
13888,USW00014765,20060617,WT01,1
13889,USW00014765,20060617,WT16,1
13890,USW00014765,20060618,TMAX,300
13891,USW00014765,20060618,TMIN,172
13892,USW00014765,20060618,PRCP,0
13893,USW00014765,20060618,SNOW,0
13894,USW00014765,20060618,SNWD,0
13895,USW00014765,20060618,AWND,34
13896,USW00014765,20060618,FMTM,1526
13897,USW00014765,20060618,PGTM,1525
13898,USW00014765,20060618,WDF2,210
13899,USW00014765,20060618,WDF5,210
13900,USW00014765,20060618,WESD,0
13901,USW00014765,20060618,WSF2,72
13902,USW00014765,20060618,WSF5,89
13903,USW00014765,20060618,WT01,1
13904,USW00014765,20060618,WT08,1
13905,USW00014765,20060618,WT13,1
13906,USW00014765,20060619,TMAX,322
13907,USW00014765,20060619,TMIN,189
13908,USW00014765,20060619,PRCP,0
13909,USW00014765,20060619,SNOW,0
13910,USW00014765,20060619,SNWD,0
13911,USW00014765,20060619,AWND,46
13912,USW00014765,20060619,FMTM,1446
13913,USW00014765,20060619,PGTM,1519
13914,USW00014765,20060619,WDF2,230
13915,USW00014765,20060619,WDF5,210
13916,USW00014765,20060619,WESD,0
13917,USW00014765,20060619,WSF2,112
13918,USW00014765,20060619,WSF5,134
13919,USW00014765,20060619,WT01,1
13920,USW00014765,20060619,WT08,1
13921,USW00014765,20060619,WT13,1
13922,USW00014765,20060620,TMAX,306
13923,USW00014765,20060620,TMIN,189
13924,USW00014765,20060620,PRCP,25
13925,USW00014765,20060620,SNOW,0
13926,USW00014765,20060620,SNWD,0
13927,USW00014765,20060620,AWND,30
13928,USW00014765,20060620,FMTM,2029
13929,USW00014765,20060620,PGTM,2031
13930,USW00014765,20060620,WDF2,330
13931,USW00014765,20060620,WDF5,320
13932,USW00014765,20060620,WESD,0
13933,USW00014765,20060620,WSF2,80
13934,USW00014765,20060620,WSF5,103
13935,USW00014765,20060620,WT01,1
13936,USW00014765,20060620,WT03,1
13937,USW00014765,20060620,WT08,1
13938,USW00014765,20060620,WT13,1
13939,USW00014765,20060620,WT16,1
13940,USW00014765,20060621,TMAX,272
13941,USW00014765,20060621,TMIN,161
13942,USW00014765,20060621,PRCP,0
13943,USW00014765,20060621,SNOW,0
13944,USW00014765,20060621,SNWD,0
13945,USW00014765,20060621,AWND,28
13946,USW00014765,20060621,FMTM,1413
13947,USW00014765,20060621,PGTM,1412
13948,USW00014765,20060621,WDF2,200
13949,USW00014765,20060621,WDF5,200
13950,USW00014765,20060621,WESD,0
13951,USW00014765,20060621,WSF2,76
13952,USW00014765,20060621,WSF5,94
13953,USW00014765,20060622,TMAX,289
13954,USW00014765,20060622,TMIN,156
13955,USW00014765,20060622,PRCP,0
13956,USW00014765,20060622,SNOW,0
13957,USW00014765,20060622,SNWD,0
13958,USW00014765,20060622,AWND,33
13959,USW00014765,20060622,FMTM,1138
13960,USW00014765,20060622,PGTM,1056
13961,USW00014765,20060622,WDF2,220
13962,USW00014765,20060622,WDF5,220
13963,USW00014765,20060622,WESD,0
13964,USW00014765,20060622,WSF2,89
13965,USW00014765,20060622,WSF5,107
13966,USW00014765,20060622,WT01,1
13967,USW00014765,20060622,WT08,1
13968,USW00014765,20060622,WT13,1
13969,USW00014765,20060622,WT16,1
13970,USW00014765,20060623,TMAX,294
13971,USW00014765,20060623,TMIN,189
13972,USW00014765,20060623,PRCP,76
13973,USW00014765,20060623,SNOW,0
13974,USW00014765,20060623,SNWD,0
13975,USW00014765,20060623,AWND,31
13976,USW00014765,20060623,FMTM,1600
13977,USW00014765,20060623,PGTM,1557
13978,USW00014765,20060623,WDF2,310
13979,USW00014765,20060623,WDF5,310
13980,USW00014765,20060623,WESD,0
13981,USW00014765,20060623,WSF2,76
13982,USW00014765,20060623,WSF5,94
13983,USW00014765,20060623,WT01,1
13984,USW00014765,20060623,WT02,1
13985,USW00014765,20060623,WT03,1
13986,USW00014765,20060623,WT08,1
13987,USW00014765,20060623,WT16,1
13988,USW00014765,20060624,TMAX,228
13989,USW00014765,20060624,TMIN,200
13990,USW00014765,20060624,PRCP,460
13991,USW00014765,20060624,SNOW,0
13992,USW00014765,20060624,SNWD,0
13993,USW00014765,20060624,AWND,26
13994,USW00014765,20060624,FMTM,1308
13995,USW00014765,20060624,PGTM,1257
13996,USW00014765,20060624,WDF2,200
13997,USW00014765,20060624,WDF5,190
13998,USW00014765,20060624,WESD,0
13999,USW00014765,20060624,WSF2,67
14000,USW00014765,20060624,WSF5,76
14001,USW00014765,20060624,WT01,1
14002,USW00014765,20060624,WT03,1
14003,USW00014765,20060624,WT14,1
14004,USW00014765,20060624,WT16,1
14005,USW00014765,20060625,TMAX,217
14006,USW00014765,20060625,TMIN,200
14007,USW00014765,20060625,PRCP,290
14008,USW00014765,20060625,SNOW,0
14009,USW00014765,20060625,SNWD,0
14010,USW00014765,20060625,AWND,23
14011,USW00014765,20060625,FMTM,815
14012,USW00014765,20060625,PGTM,814
14013,USW00014765,20060625,WDF2,170
14014,USW00014765,20060625,WDF5,170
14015,USW00014765,20060625,WESD,0
14016,USW00014765,20060625,WSF2,54
14017,USW00014765,20060625,WSF5,63
14018,USW00014765,20060625,WT01,1
14019,USW00014765,20060625,WT02,1
14020,USW00014765,20060625,WT14,1
14021,USW00014765,20060625,WT16,1
14022,USW00014765,20060626,TMAX,272
14023,USW00014765,20060626,TMIN,200
14024,USW00014765,20060626,PRCP,0
14025,USW00014765,20060626,SNOW,0
14026,USW00014765,20060626,SNWD,0
14027,USW00014765,20060626,AWND,38
14028,USW00014765,20060626,FMTM,1042
14029,USW00014765,20060626,PGTM,1041
14030,USW00014765,20060626,WDF2,200
14031,USW00014765,20060626,WDF5,200
14032,USW00014765,20060626,WESD,0
14033,USW00014765,20060626,WSF2,80
14034,USW00014765,20060626,WSF5,107
14035,USW00014765,20060626,WT01,1
14036,USW00014765,20060626,WT13,1
14037,USW00014765,20060626,WT16,1
14038,USW00014765,20060627,TMAX,272
14039,USW00014765,20060627,TMIN,211
14040,USW00014765,20060627,PRCP,0
14041,USW00014765,20060627,SNOW,0
14042,USW00014765,20060627,SNWD,0
14043,USW00014765,20060627,AWND,51
14044,USW00014765,20060627,FMTM,946
14045,USW00014765,20060627,PGTM,1010
14046,USW00014765,20060627,WDF2,210
14047,USW00014765,20060627,WDF5,210
14048,USW00014765,20060627,WESD,0
14049,USW00014765,20060627,WSF2,94
14050,USW00014765,20060627,WSF5,107
14051,USW00014765,20060628,TMAX,233
14052,USW00014765,20060628,TMIN,206
14053,USW00014765,20060628,PRCP,53
14054,USW00014765,20060628,SNOW,0
14055,USW00014765,20060628,SNWD,0
14056,USW00014765,20060628,AWND,56
14057,USW00014765,20060628,FMTM,1046
14058,USW00014765,20060628,PGTM,1045
14059,USW00014765,20060628,WDF2,180
14060,USW00014765,20060628,WDF5,180
14061,USW00014765,20060628,WESD,0
14062,USW00014765,20060628,WSF2,112
14063,USW00014765,20060628,WSF5,139
14064,USW00014765,20060628,WT01,1
14065,USW00014765,20060628,WT13,1
14066,USW00014765,20060628,WT14,1
14067,USW00014765,20060628,WT16,1
14068,USW00014765,20060629,TMAX,244
14069,USW00014765,20060629,TMIN,206
14070,USW00014765,20060629,PRCP,0
14071,USW00014765,20060629,SNOW,0
14072,USW00014765,20060629,SNWD,0
14073,USW00014765,20060629,AWND,35
14074,USW00014765,20060629,FMTM,1714
14075,USW00014765,20060629,PGTM,1659
14076,USW00014765,20060629,WDF2,190
14077,USW00014765,20060629,WDF5,190
14078,USW00014765,20060629,WESD,0
14079,USW00014765,20060629,WSF2,67
14080,USW00014765,20060629,WSF5,89
14081,USW00014765,20060629,WT01,1
14082,USW00014765,20060629,WT03,1
14083,USW00014765,20060629,WT13,1
14084,USW00014765,20060629,WT14,1
14085,USW00014765,20060629,WT16,1
14086,USW00014765,20060630,TMAX,272
14087,USW00014765,20060630,TMIN,194
14088,USW00014765,20060630,PRCP,25
14089,USW00014765,20060630,SNOW,0
14090,USW00014765,20060630,SNWD,0
14091,USW00014765,20060630,AWND,47
14092,USW00014765,20060630,FMTM,1637
14093,USW00014765,20060630,PGTM,1636
14094,USW00014765,20060630,WDF2,270
14095,USW00014765,20060630,WDF5,270
14096,USW00014765,20060630,WESD,0
14097,USW00014765,20060630,WSF2,80
14098,USW00014765,20060630,WSF5,98
14099,USW00014765,20060630,WT01,1
14100,USW00014765,20060630,WT03,1
14101,USW00014765,20060630,WT13,1
14102,USW00014765,20060630,WT16,1
14103,USW00014765,20060701,TMAX,283
14104,USW00014765,20060701,TMIN,167
14105,USW00014765,20060701,PRCP,0
14106,USW00014765,20060701,SNOW,0
14107,USW00014765,20060701,SNWD,0
14108,USW00014765,20060701,AWND,50
14109,USW00014765,20060701,FMTM,1600
14110,USW00014765,20060701,PGTM,1600
14111,USW00014765,20060701,WDF2,230
14112,USW00014765,20060701,WDF5,230
14113,USW00014765,20060701,WESD,0
14114,USW00014765,20060701,WSF2,98
14115,USW00014765,20060701,WSF5,116
14116,USW00014765,20060702,TMAX,294
14117,USW00014765,20060702,TMIN,200
14118,USW00014765,20060702,PRCP,0
14119,USW00014765,20060702,SNOW,0
14120,USW00014765,20060702,SNWD,0
14121,USW00014765,20060702,AWND,63
14122,USW00014765,20060702,FMTM,1236
14123,USW00014765,20060702,PGTM,1645
14124,USW00014765,20060702,WDF2,230
14125,USW00014765,20060702,WDF5,250
14126,USW00014765,20060702,WESD,0
14127,USW00014765,20060702,WSF2,107
14128,USW00014765,20060702,WSF5,125
14129,USW00014765,20060702,WT08,1
14130,USW00014765,20060703,TMAX,294
14131,USW00014765,20060703,TMIN,217
14132,USW00014765,20060703,PRCP,0
14133,USW00014765,20060703,SNOW,0
14134,USW00014765,20060703,SNWD,0
14135,USW00014765,20060703,AWND,38
14136,USW00014765,20060703,FMTM,1443
14137,USW00014765,20060703,PGTM,1449
14138,USW00014765,20060703,WDF2,160
14139,USW00014765,20060703,WDF5,180
14140,USW00014765,20060703,WESD,0
14141,USW00014765,20060703,WSF2,76
14142,USW00014765,20060703,WSF5,98
14143,USW00014765,20060703,WT08,1
14144,USW00014765,20060703,WT13,1
14145,USW00014765,20060703,WT16,1
14146,USW00014765,20060704,TMAX,311
14147,USW00014765,20060704,TMIN,206
14148,USW00014765,20060704,PRCP,3
14149,USW00014765,20060704,SNOW,0
14150,USW00014765,20060704,SNWD,0
14151,USW00014765,20060704,AWND,32
14152,USW00014765,20060704,FMTM,1305
14153,USW00014765,20060704,PGTM,1301
14154,USW00014765,20060704,WDF2,210
14155,USW00014765,20060704,WDF5,220
14156,USW00014765,20060704,WESD,0
14157,USW00014765,20060704,WSF2,76
14158,USW00014765,20060704,WSF5,94
14159,USW00014765,20060704,WT01,1
14160,USW00014765,20060704,WT03,1
14161,USW00014765,20060704,WT08,1
14162,USW00014765,20060704,WT13,1
14163,USW00014765,20060704,WT16,1
14164,USW00014765,20060705,TMAX,261
14165,USW00014765,20060705,TMIN,211
14166,USW00014765,20060705,PRCP,48
14167,USW00014765,20060705,SNOW,0
14168,USW00014765,20060705,SNWD,0
14169,USW00014765,20060705,AWND,25
14170,USW00014765,20060705,FMTM,1509
14171,USW00014765,20060705,PGTM,1951
14172,USW00014765,20060705,WDF2,240
14173,USW00014765,20060705,WDF5,230
14174,USW00014765,20060705,WESD,0
14175,USW00014765,20060705,WSF2,54
14176,USW00014765,20060705,WSF5,58
14177,USW00014765,20060705,WT01,1
14178,USW00014765,20060705,WT03,1
14179,USW00014765,20060705,WT08,1
14180,USW00014765,20060705,WT13,1
14181,USW00014765,20060705,WT16,1
14182,USW00014765,20060706,TMAX,244
14183,USW00014765,20060706,TMIN,178
14184,USW00014765,20060706,PRCP,81
14185,USW00014765,20060706,SNOW,0
14186,USW00014765,20060706,SNWD,0
14187,USW00014765,20060706,AWND,22
14188,USW00014765,20060706,FMTM,756
14189,USW00014765,20060706,PGTM,1304
14190,USW00014765,20060706,WDF2,290
14191,USW00014765,20060706,WDF5,290
14192,USW00014765,20060706,WESD,0
14193,USW00014765,20060706,WSF2,54
14194,USW00014765,20060706,WSF5,63
14195,USW00014765,20060706,WT01,1
14196,USW00014765,20060706,WT13,1
14197,USW00014765,20060706,WT16,1
14198,USW00014765,20060707,TMAX,272
14199,USW00014765,20060707,TMIN,150
14200,USW00014765,20060707,PRCP,0
14201,USW00014765,20060707,SNOW,0
14202,USW00014765,20060707,SNWD,0
14203,USW00014765,20060707,AWND,26
14204,USW00014765,20060707,FMTM,1139
14205,USW00014765,20060707,PGTM,756
14206,USW00014765,20060707,WDF2,360
14207,USW00014765,20060707,WDF5,20
14208,USW00014765,20060707,WESD,0
14209,USW00014765,20060707,WSF2,63
14210,USW00014765,20060707,WSF5,76
14211,USW00014765,20060708,TMAX,278
14212,USW00014765,20060708,TMIN,183
14213,USW00014765,20060708,PRCP,0
14214,USW00014765,20060708,SNOW,0
14215,USW00014765,20060708,SNWD,0
14216,USW00014765,20060708,AWND,22
14217,USW00014765,20060708,FMTM,1554
14218,USW00014765,20060708,PGTM,1545
14219,USW00014765,20060708,WDF2,170
14220,USW00014765,20060708,WDF5,170
14221,USW00014765,20060708,WESD,0
14222,USW00014765,20060708,WSF2,76
14223,USW00014765,20060708,WSF5,94
14224,USW00014765,20060709,TMAX,294
14225,USW00014765,20060709,TMIN,183
14226,USW00014765,20060709,PRCP,0
14227,USW00014765,20060709,SNOW,0
14228,USW00014765,20060709,SNWD,0
14229,USW00014765,20060709,AWND,42
14230,USW00014765,20060709,FMTM,1747
14231,USW00014765,20060709,PGTM,1529
14232,USW00014765,20060709,WDF2,220
14233,USW00014765,20060709,WDF5,220
14234,USW00014765,20060709,WESD,0
14235,USW00014765,20060709,WSF2,89
14236,USW00014765,20060709,WSF5,112
14237,USW00014765,20060710,TMAX,283
14238,USW00014765,20060710,TMIN,189
14239,USW00014765,20060710,PRCP,0
14240,USW00014765,20060710,SNOW,0
14241,USW00014765,20060710,SNWD,0
14242,USW00014765,20060710,AWND,49
14243,USW00014765,20060710,FMTM,1543
14244,USW00014765,20060710,PGTM,1652
14245,USW00014765,20060710,WDF2,210
14246,USW00014765,20060710,WDF5,210
14247,USW00014765,20060710,WESD,0
14248,USW00014765,20060710,WSF2,103
14249,USW00014765,20060710,WSF5,130
14250,USW00014765,20060710,WT01,1
14251,USW00014765,20060710,WT13,1
14252,USW00014765,20060710,WT16,1
14253,USW00014765,20060711,TMAX,294
14254,USW00014765,20060711,TMIN,200
14255,USW00014765,20060711,PRCP,0
14256,USW00014765,20060711,SNOW,0
14257,USW00014765,20060711,SNWD,0
14258,USW00014765,20060711,AWND,46
14259,USW00014765,20060711,FMTM,1356
14260,USW00014765,20060711,PGTM,1407
14261,USW00014765,20060711,WDF2,210
14262,USW00014765,20060711,WDF5,200
14263,USW00014765,20060711,WESD,0
14264,USW00014765,20060711,WSF2,107
14265,USW00014765,20060711,WSF5,125
14266,USW00014765,20060711,WT01,1
14267,USW00014765,20060711,WT08,1
14268,USW00014765,20060711,WT13,1
14269,USW00014765,20060712,TMAX,267
14270,USW00014765,20060712,TMIN,217
14271,USW00014765,20060712,PRCP,76
14272,USW00014765,20060712,SNOW,0
14273,USW00014765,20060712,SNWD,0
14274,USW00014765,20060712,AWND,31
14275,USW00014765,20060712,FMTM,2224
14276,USW00014765,20060712,PGTM,1959
14277,USW00014765,20060712,WDF2,220
14278,USW00014765,20060712,WDF5,220
14279,USW00014765,20060712,WESD,0
14280,USW00014765,20060712,WSF2,72
14281,USW00014765,20060712,WSF5,94
14282,USW00014765,20060712,WT01,1
14283,USW00014765,20060712,WT08,1
14284,USW00014765,20060712,WT13,1
14285,USW00014765,20060712,WT16,1
14286,USW00014765,20060713,TMAX,272
14287,USW00014765,20060713,TMIN,183
14288,USW00014765,20060713,PRCP,69
14289,USW00014765,20060713,SNOW,0
14290,USW00014765,20060713,SNWD,0
14291,USW00014765,20060713,AWND,39
14292,USW00014765,20060713,FMTM,1127
14293,USW00014765,20060713,PGTM,1127
14294,USW00014765,20060713,WDF2,50
14295,USW00014765,20060713,WDF5,50
14296,USW00014765,20060713,WESD,0
14297,USW00014765,20060713,WSF2,89
14298,USW00014765,20060713,WSF5,98
14299,USW00014765,20060713,WT01,1
14300,USW00014765,20060713,WT08,1
14301,USW00014765,20060713,WT13,1
14302,USW00014765,20060713,WT16,1
14303,USW00014765,20060714,TMAX,317
14304,USW00014765,20060714,TMIN,172
14305,USW00014765,20060714,PRCP,0
14306,USW00014765,20060714,SNOW,0
14307,USW00014765,20060714,SNWD,0
14308,USW00014765,20060714,AWND,35
14309,USW00014765,20060714,FMTM,1554
14310,USW00014765,20060714,PGTM,1525
14311,USW00014765,20060714,WDF2,210
14312,USW00014765,20060714,WDF5,240
14313,USW00014765,20060714,WESD,0
14314,USW00014765,20060714,WSF2,76
14315,USW00014765,20060714,WSF5,98
14316,USW00014765,20060714,WT01,1
14317,USW00014765,20060715,TMAX,278
14318,USW00014765,20060715,TMIN,189
14319,USW00014765,20060715,PRCP,0
14320,USW00014765,20060715,SNOW,0
14321,USW00014765,20060715,SNWD,0
14322,USW00014765,20060715,AWND,29
14323,USW00014765,20060715,FMTM,1206
14324,USW00014765,20060715,PGTM,1206
14325,USW00014765,20060715,WDF2,160
14326,USW00014765,20060715,WDF5,160
14327,USW00014765,20060715,WESD,0
14328,USW00014765,20060715,WSF2,76
14329,USW00014765,20060715,WSF5,89
14330,USW00014765,20060716,TMAX,306
14331,USW00014765,20060716,TMIN,206
14332,USW00014765,20060716,PRCP,0
14333,USW00014765,20060716,SNOW,0
14334,USW00014765,20060716,SNWD,0
14335,USW00014765,20060716,AWND,23
14336,USW00014765,20060716,FMTM,1826
14337,USW00014765,20060716,PGTM,1826
14338,USW00014765,20060716,WDF2,150
14339,USW00014765,20060716,WDF5,150
14340,USW00014765,20060716,WESD,0
14341,USW00014765,20060716,WSF2,67
14342,USW00014765,20060716,WSF5,72
14343,USW00014765,20060716,WT01,1
14344,USW00014765,20060716,WT13,1
14345,USW00014765,20060717,TMAX,333
14346,USW00014765,20060717,TMIN,211
14347,USW00014765,20060717,PRCP,0
14348,USW00014765,20060717,SNOW,0
14349,USW00014765,20060717,SNWD,0
14350,USW00014765,20060717,AWND,26
14351,USW00014765,20060717,FMTM,1727
14352,USW00014765,20060717,PGTM,1309
14353,USW00014765,20060717,WDF2,230
14354,USW00014765,20060717,WDF5,160
14355,USW00014765,20060717,WESD,0
14356,USW00014765,20060717,WSF2,63
14357,USW00014765,20060717,WSF5,72
14358,USW00014765,20060717,WT01,1
14359,USW00014765,20060717,WT08,1
14360,USW00014765,20060717,WT13,1
14361,USW00014765,20060718,TMAX,356
14362,USW00014765,20060718,TMIN,211
14363,USW00014765,20060718,PRCP,76
14364,USW00014765,20060718,SNOW,0
14365,USW00014765,20060718,SNWD,0
14366,USW00014765,20060718,AWND,31
14367,USW00014765,20060718,FMTM,2123
14368,USW00014765,20060718,PGTM,2120
14369,USW00014765,20060718,WDF2,320
14370,USW00014765,20060718,WDF5,290
14371,USW00014765,20060718,WESD,0
14372,USW00014765,20060718,WSF2,174
14373,USW00014765,20060718,WSF5,215
14374,USW00014765,20060718,WT01,1
14375,USW00014765,20060718,WT03,1
14376,USW00014765,20060718,WT08,1
14377,USW00014765,20060718,WT16,1
14378,USW00014765,20060719,TMAX,289
14379,USW00014765,20060719,TMIN,200
14380,USW00014765,20060719,PRCP,84
14381,USW00014765,20060719,SNOW,0
14382,USW00014765,20060719,SNWD,0
14383,USW00014765,20060719,AWND,36
14384,USW00014765,20060719,FMTM,30
14385,USW00014765,20060719,PGTM,29
14386,USW00014765,20060719,WDF2,240
14387,USW00014765,20060719,WDF5,250
14388,USW00014765,20060719,WESD,0
14389,USW00014765,20060719,WSF2,103
14390,USW00014765,20060719,WSF5,130
14391,USW00014765,20060719,WT01,1
14392,USW00014765,20060719,WT03,1
14393,USW00014765,20060719,WT13,1
14394,USW00014765,20060719,WT16,1
14395,USW00014765,20060720,TMAX,272
14396,USW00014765,20060720,TMIN,183
14397,USW00014765,20060720,PRCP,0
14398,USW00014765,20060720,SNOW,0
14399,USW00014765,20060720,SNWD,0
14400,USW00014765,20060720,AWND,44
14401,USW00014765,20060720,FMTM,2354
14402,USW00014765,20060720,PGTM,2353
14403,USW00014765,20060720,WDF2,20
14404,USW00014765,20060720,WDF5,20
14405,USW00014765,20060720,WESD,0
14406,USW00014765,20060720,WSF2,80
14407,USW00014765,20060720,WSF5,98
14408,USW00014765,20060720,WT01,1
14409,USW00014765,20060720,WT08,1
14410,USW00014765,20060720,WT13,1
14411,USW00014765,20060720,WT14,1
14412,USW00014765,20060720,WT16,1
14413,USW00014765,20060721,TMAX,294
14414,USW00014765,20060721,TMIN,217
14415,USW00014765,20060721,PRCP,0
14416,USW00014765,20060721,SNOW,0
14417,USW00014765,20060721,SNWD,0
14418,USW00014765,20060721,AWND,45
14419,USW00014765,20060721,FMTM,46
14420,USW00014765,20060721,PGTM,45
14421,USW00014765,20060721,WDF2,20
14422,USW00014765,20060721,WDF5,10
14423,USW00014765,20060721,WESD,0
14424,USW00014765,20060721,WSF2,89
14425,USW00014765,20060721,WSF5,98
14426,USW00014765,20060721,WT01,1
14427,USW00014765,20060721,WT08,1
14428,USW00014765,20060721,WT13,1
14429,USW00014765,20060721,WT16,1
14430,USW00014765,20060722,TMAX,267
14431,USW00014765,20060722,TMIN,228
14432,USW00014765,20060722,PRCP,38
14433,USW00014765,20060722,SNOW,0
14434,USW00014765,20060722,SNWD,0
14435,USW00014765,20060722,AWND,47
14436,USW00014765,20060722,FMTM,1628
14437,USW00014765,20060722,PGTM,1627
14438,USW00014765,20060722,WDF2,210
14439,USW00014765,20060722,WDF5,220
14440,USW00014765,20060722,WESD,0
14441,USW00014765,20060722,WSF2,103
14442,USW00014765,20060722,WSF5,130
14443,USW00014765,20060722,WT01,1
14444,USW00014765,20060722,WT08,1
14445,USW00014765,20060722,WT14,1
14446,USW00014765,20060722,WT16,1
14447,USW00014765,20060723,TMAX,261
14448,USW00014765,20060723,TMIN,206
14449,USW00014765,20060723,PRCP,3
14450,USW00014765,20060723,SNOW,0
14451,USW00014765,20060723,SNWD,0
14452,USW00014765,20060723,AWND,36
14453,USW00014765,20060723,FMTM,118
14454,USW00014765,20060723,PGTM,117
14455,USW00014765,20060723,WDF2,230
14456,USW00014765,20060723,WDF5,220
14457,USW00014765,20060723,WESD,0
14458,USW00014765,20060723,WSF2,89
14459,USW00014765,20060723,WSF5,125
14460,USW00014765,20060723,WT16,1
14461,USW00014765,20060724,TMAX,283
14462,USW00014765,20060724,TMIN,172
14463,USW00014765,20060724,PRCP,0
14464,USW00014765,20060724,SNOW,0
14465,USW00014765,20060724,SNWD,0
14466,USW00014765,20060724,AWND,33
14467,USW00014765,20060724,FMTM,1638
14468,USW00014765,20060724,PGTM,1651
14469,USW00014765,20060724,WDF2,220
14470,USW00014765,20060724,WDF5,230
14471,USW00014765,20060724,WESD,0
14472,USW00014765,20060724,WSF2,76
14473,USW00014765,20060724,WSF5,89
14474,USW00014765,20060725,TMAX,289
14475,USW00014765,20060725,TMIN,194
14476,USW00014765,20060725,PRCP,0
14477,USW00014765,20060725,SNOW,0
14478,USW00014765,20060725,SNWD,0
14479,USW00014765,20060725,AWND,44
14480,USW00014765,20060725,FMTM,1624
14481,USW00014765,20060725,PGTM,1626
14482,USW00014765,20060725,WDF2,220
14483,USW00014765,20060725,WDF5,230
14484,USW00014765,20060725,WESD,0
14485,USW00014765,20060725,WSF2,94
14486,USW00014765,20060725,WSF5,112
14487,USW00014765,20060726,TMAX,294
14488,USW00014765,20060726,TMIN,200
14489,USW00014765,20060726,PRCP,0
14490,USW00014765,20060726,SNOW,0
14491,USW00014765,20060726,SNWD,0
14492,USW00014765,20060726,AWND,37
14493,USW00014765,20060726,FMTM,1232
14494,USW00014765,20060726,PGTM,1347
14495,USW00014765,20060726,WDF2,160
14496,USW00014765,20060726,WDF5,190
14497,USW00014765,20060726,WESD,0
14498,USW00014765,20060726,WSF2,76
14499,USW00014765,20060726,WSF5,89
14500,USW00014765,20060727,TMAX,317
14501,USW00014765,20060727,TMIN,211
14502,USW00014765,20060727,PRCP,0
14503,USW00014765,20060727,SNOW,0
14504,USW00014765,20060727,SNWD,0
14505,USW00014765,20060727,AWND,46
14506,USW00014765,20060727,FMTM,1642
14507,USW00014765,20060727,PGTM,1704
14508,USW00014765,20060727,WDF2,220
14509,USW00014765,20060727,WDF5,220
14510,USW00014765,20060727,WESD,0
14511,USW00014765,20060727,WSF2,98
14512,USW00014765,20060727,WSF5,116
14513,USW00014765,20060727,WT01,1
14514,USW00014765,20060727,WT08,1
14515,USW00014765,20060727,WT13,1
14516,USW00014765,20060728,TMAX,322
14517,USW00014765,20060728,TMIN,228
14518,USW00014765,20060728,PRCP,43
14519,USW00014765,20060728,SNOW,0
14520,USW00014765,20060728,SNWD,0
14521,USW00014765,20060728,AWND,47
14522,USW00014765,20060728,FMTM,1725
14523,USW00014765,20060728,PGTM,1724
14524,USW00014765,20060728,WDF2,270
14525,USW00014765,20060728,WDF5,270
14526,USW00014765,20060728,WESD,0
14527,USW00014765,20060728,WSF2,156
14528,USW00014765,20060728,WSF5,201
14529,USW00014765,20060728,WT01,1
14530,USW00014765,20060728,WT03,1
14531,USW00014765,20060728,WT08,1
14532,USW00014765,20060728,WT13,1
14533,USW00014765,20060728,WT16,1
14534,USW00014765,20060729,TMAX,328
14535,USW00014765,20060729,TMIN,211
14536,USW00014765,20060729,PRCP,0
14537,USW00014765,20060729,SNOW,0
14538,USW00014765,20060729,SNWD,0
14539,USW00014765,20060729,AWND,47
14540,USW00014765,20060729,FMTM,1427
14541,USW00014765,20060729,PGTM,1426
14542,USW00014765,20060729,WDF2,260
14543,USW00014765,20060729,WDF5,260
14544,USW00014765,20060729,WESD,0
14545,USW00014765,20060729,WSF2,89
14546,USW00014765,20060729,WSF5,107
14547,USW00014765,20060730,TMAX,322
14548,USW00014765,20060730,TMIN,206
14549,USW00014765,20060730,PRCP,0
14550,USW00014765,20060730,SNOW,0
14551,USW00014765,20060730,SNWD,0
14552,USW00014765,20060730,AWND,36
14553,USW00014765,20060730,FMTM,1605
14554,USW00014765,20060730,PGTM,57
14555,USW00014765,20060730,WDF2,170
14556,USW00014765,20060730,WDF5,290
14557,USW00014765,20060730,WESD,0
14558,USW00014765,20060730,WSF2,67
14559,USW00014765,20060730,WSF5,80
14560,USW00014765,20060731,TMAX,322
14561,USW00014765,20060731,TMIN,194
14562,USW00014765,20060731,PRCP,0
14563,USW00014765,20060731,SNOW,0
14564,USW00014765,20060731,SNWD,0
14565,USW00014765,20060731,AWND,30
14566,USW00014765,20060731,FMTM,1627
14567,USW00014765,20060731,PGTM,1627
14568,USW00014765,20060731,WDF2,200
14569,USW00014765,20060731,WDF5,200
14570,USW00014765,20060731,WESD,0
14571,USW00014765,20060731,WSF2,63
14572,USW00014765,20060731,WSF5,72
14573,USW00014765,20060731,WT01,1
14574,USW00014765,20060731,WT08,1
14575,USW00014765,20060731,WT13,1
14576,USW00014765,20060801,TMAX,361
14577,USW00014765,20060801,TMIN,239
14578,USW00014765,20060801,PRCP,0
14579,USW00014765,20060801,SNOW,0
14580,USW00014765,20060801,SNWD,0
14581,USW00014765,20060801,AWND,42
